numUavs,k,psr,delayGw,delayBs
6,0.5,0.383692,51.45616666666667,1140.1703333333332
6,1.0,0.5866006666666667,51.4562,777.6586666666666
6,1.5,0.6280036666666667,51.45603333333333,622.1483333333332
6,2.0,0.49812800000000007,51.455999999999996,970.6236666666667
6,2.5,0.6513813333333333,51.455999999999996,800.061
6,3.0,0.5906413333333334,51.456066666666665,1040.3626666666667
6,3.5,0.5352416666666666,51.456066666666665,791.0589999999999
6,4.0,0.643751,51.45593333333334,964.4256666666666
6,4.5,0.5388299999999999,51.4561,603.4623333333333
8,0.5,0.6297576666666667,51.45603333333333,1135.6523333333332
8,1.0,0.709011,51.455966666666676,520.1756666666666
8,1.5,0.6672703333333333,51.456133333333334,724.485
8,2.0,0.7263923333333334,51.456133333333334,1044.9626666666666
8,2.5,0.807776,51.455999999999996,325.3983333333333
8,3.0,0.6677863333333334,51.456133333333334,644.3906666666667
8,3.5,0.7913200000000001,51.455966666666676,663.0503333333334
8,4.0,0.77128,51.455999999999996,763.5653333333333
8,4.5,0.6915396666666668,51.456133333333334,1322.7246666666667
10,0.5,0.6988106666666667,51.45590000000001,1141.9463333333333
10,1.0,0.6127566666666667,51.45616666666667,618.5070000000001
10,1.5,0.6577133333333334,51.455966666666676,1053.8144
10,2.0,0.709298,51.4561,540.6886666666667
10,2.5,0.8541849999999999,51.456066666666665,557.4119999999999
10,3.0,0.8343789999999999,51.4561,963.562
10,3.5,0.890834,51.456066666666665,296.8346666666667
10,4.0,0.9774013333333333,51.456033333333345,550.7683333333333
10,4.5,0.9313346666666668,51.456066666666665,516.7111
6,0.5,0.46343400000000007,51.455966666666676,1017.7996666666668
6,1.0,0.4354576666666666,51.45596666666666,886.0259999999998
6,1.5,0.5447493333333333,51.4561,984.7223333333333
6,2.0,0.4351883333333333,51.4561,1483.3933333333334
6,2.5,0.47442133333333336,51.45593333333334,948.6233333333333
6,3.0,0.3993583333333333,51.45596666666666,1479.4946666666667
6,3.5,0.5225933333333334,51.456066666666665,1038.6206666666665
6,4.0,0.5324676666666667,51.45583333333334,783.9046666666667
6,4.5,0.4482466666666667,51.455966666666676,750.4732
8,0.5,0.3813296666666666,51.45583333333334,1043.4423333333334
8,1.0,0.4798476666666667,51.455966666666676,1783.5223333333333
8,1.5,0.519446,51.456066666666665,1943.4599999999998
8,2.0,0.42139499999999996,51.45583333333334,1556.8456666666668
8,2.5,0.5591556666666667,51.455999999999996,594.346
8,3.0,0.629165,51.45596666666666,728.3693333333332
8,3.5,0.5579566666666667,51.45586666666667,453.78933333333333
8,4.0,0.6277413333333334,51.4561,657.5383333333334
8,4.5,0.5575220000000001,51.455966666666676,1462.61
10,0.5,0.6004426666666667,51.455999999999996,1549.762
10,1.0,0.5564116666666666,51.45586666666667,1394.6546666666666
6,0.5,0.31368899999999994,51.455466666666666,1429.9279999999999
6,1.0,0.27794766666666665,51.45516666666666,1978.0233333333335
6,1.5,0.32753133333333334,51.45516666666666,2320.656666666667
6,2.0,0.31434133333333336,51.4555,1657.8226666666667
6,2.5,0.28981066666666666,51.455000000000005,1686.82
6,3.0,0.3683996666666667,51.45563333333333,1169.4526666666666
6,3.5,0.29128366666666666,51.45556666666666,606.6063333333333
6,4.0,0.32325033333333336,51.45556666666667,1277.135
6,4.5,0.23340033333333335,51.455033333333326,714.6356666666667
8,0.5,0.3246506666666667,51.455600000000004,945.7573333333333
8,1.0,0.4216063333333333,51.45556666666667,1630.7933333333333
6,0.5,0.47926433333333335,51.45593333333333,824.4106666666667
6,1.0,0.554386,51.45586666666666,1409.7150000000001
6,1.5,0.505639,51.455966666666676,1346.8066666666666
6,2.0,0.7310073333333333,51.455999999999996,1019.3376666666667
6,2.5,0.6879010000000001,51.456033333333345,532.268
6,3.0,0.7425226666666668,51.456133333333334,655.2256666666666
6,3.5,0.654226,51.4558,893.4293333333334
6,4.0,0.485523,51.45563333333333,416.70666666666665
6,4.5,0.5535613333333332,51.45583333333334,560.4246666666667
8,0.5,0.6634293333333333,51.45576666666667,1209.354
8,1.0,0.5930923333333333,51.4555,1322.21
8,1.5,0.5210273333333334,51.45563333333333,628.739
8,2.0,0.7901983333333332,51.45593333333333,758.268
8,2.5,0.565295,51.4561,618.695
8,3.0,0.7782083333333333,51.4557,655.4112666666666
8,3.5,0.7941273333333333,51.45576666666667,621.2086666666668
8,4.0,0.8492623333333333,51.455999999999996,194.6564
8,4.5,0.7249536666666666,51.45593333333333,589.8103333333333
10,0.5,0.6911443333333332,51.45593333333334,534.8283333333334
6,0.5,0.37262733333333337,62.00276666666667,1231.115
6,1.0,0.39219866666666664,69.15853333333332,588.572
6,1.5,0.28409,69.47283333333333,2432.5266666666666
6,2.0,0.29560733333333333,67.66666666666667,1211.8383333333334
6,2.5,0.2893586666666667,66.73193333333334,1411.9636666666665
6,3.0,0.29067633333333337,65.0208,1919.676666666667
6,3.5,0.36791700000000005,65.2625,651.1486666666666
6,4.0,0.42274966666666663,68.0647,1163.1123333333333
6,4.5,0.42569233333333334,67.42893333333335,915.1766666666667
8,0.5,0.4596206666666666,61.52846666666667,1046.0870000000002
8,1.0,0.27048266666666665,61.372733333333336,1379.6809999999998
8,1.5,0.4653076666666667,63.34423333333333,1260.729
8,2.0,0.4879443333333333,65.9187,1070.7676666666666
8,2.5,0.505381,65.06423333333333,637.3736666666667
8,3.0,0.41504800000000003,64.91629999999999,979.5959999999999
8,3.5,0.4683283333333334,63.18280000000001,908.471
